,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
15063,585210,Sedam_Venkateshnagar_D (Karnataka),Sedam_Venkateshnagar_D (Karnataka),Sedam_Venkateshnagar_D (Karnataka),Sedam,Karnataka,TRUE
15064,415211,Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan-MH,Maharashtra,TRUE
15065,637212,Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal,Tamil Nadu,TRUE
15066,581304,Karwar_Chendiya_D (Karnataka),Karwar_Chendiya_D (Karnataka),Karwar_Chendiya_D (Karnataka),Karwar,Karnataka,TRUE
15067,181221,Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu_Baribrahmana_H (Jammu & Kashmir),Jammu_TransportNagar1_L (Jammu & Kashmir),Jammu,Jammu & Kashmir,FALSE
15068,757074,Udala_Mayurbhanj_DPP (Orissa),Udala_Mayurbhanj_DPP (Orissa),Udala_Mayurbhanj_DPP (Orissa),Udala,Orissa,FALSE
15069,845460,Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah,Bihar,TRUE
15070,621015,Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur_SorathurRd_D (Tamil Nadu),Thuraiyur,Tamil Nadu,TRUE
15071,591309,Gokak_Hukkeri_D (Karnataka),Gokak_Hukkeri_D (Karnataka),Gokak_Hukkeri_D (Karnataka),Gokak,Karnataka,TRUE
15072,144222,Dasuya_Hajipur1_D (Punjab),Dasuya_Hajipur1_D (Punjab),Dasuya_Hajipur1_D (Punjab),Dasuya,Punjab,TRUE
15073,395007,Surat_GIDC1_P (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_GIDC1_P (Gujarat),Surat,Gujarat,FALSE
15074,212413,Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda_KaretiRd_D (Uttar Pradesh),Kunda,Uttar Pradesh,TRUE
15075,331502,Sujangarh_Ward26_D (Rajasthan),Sujangarh_Ward26_D (Rajasthan),Sujangarh_Ward26_D (Rajasthan),Sujangarh,Rajasthan,TRUE
15076,228171,Dostpur_Bhabbaltola_D (Uttar Pradesh),Dostpur_Bhabbaltola_D (Uttar Pradesh),Dostpur_Bhabbaltola_D (Uttar Pradesh),Dostpur,Uttar Pradesh,TRUE
15077,582202,Rona_GadagRD_D (Karnataka),Rona_GadagRD_D (Karnataka),Rona_GadagRD_D (Karnataka),Rona,Karnataka,FALSE
15078,110095,Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi_Gokalpur_L (Delhi),Delhi,Delhi,FALSE
15079,171103,Shimla_Dhami_DPP (Himachal Pradesh),Shimla_Dhami_DPP (Himachal Pradesh),Shimla_Dhami_DPP (Himachal Pradesh),Shimla,Himachal Pradesh,FALSE
15080,783134,Goalpara_Dudhnoi_D (Assam),Goalpara_Dudhnoi_D (Assam),Goalpara_Dudhnoi_D (Assam),Dudhnoi,Assam,FALSE
15081,614902,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,TRUE
15082,759025,Dhenkanal_Ward9_D (Orissa),Dhenkanal_Ward9_D (Orissa),Dhenkanal_Ward9_D (Orissa),Dhenkanal,Orissa,FALSE
15083,688501,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,TRUE
15084,788160,Hailakandi_Lala1_D (Assam),Hailakandi_Lala1_D (Assam),Hailakandi_Lala1_D (Assam),Hailakandi,Assam,TRUE
15085,604305,Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam_Edyankulam_D (Tamil Nadu),Tindivanam,Tamil Nadu,TRUE
15086,276123,Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur_Raipur_D (Uttar Pradesh),Dullahpur,Uttar Pradesh,TRUE
15087,221402,Bhadohi_Vihana_D (Uttar Pradesh),Bhadohi_Vihana_D (Uttar Pradesh),Bhadohi_Vihana_D (Uttar Pradesh),Bhadohi,Uttar Pradesh,FALSE
15088,517505,Tirupati_RAgraharam_H (Andhra Pradesh),Tirupati_RAgraharam_H (Andhra Pradesh),Tirupati_RAgraharam_H (Andhra Pradesh),Tirupati,Andhra Pradesh,FALSE
15089,151505,Mansa_GreenVly_D (Punjab),Mansa_GreenVly_D (Punjab),Mansa_GreenVly_D (Punjab),Mansa,Punjab,TRUE
15090,673516,Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady,Kerala,FALSE
15091,335501,Bhadra_BaglaRoad_D (Rajasthan),Bhadra_BaglaRoad_D (Rajasthan),Bhadra_BaglaRoad_D (Rajasthan),Bhadra,Rajasthan,TRUE
15092,307510,AbuRoad_MMS_D (Rajasthan),AbuRoad_MMS_D (Rajasthan),AbuRoad_MMS_D (Rajasthan),Abu Road,Rajasthan,TRUE
15093,391345,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
15094,751007,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
15095,793110,Pynursla_Urksew_DPP (Meghalaya),Pynursla_Urksew_DPP (Meghalaya),Pynursla_Urksew_DPP (Meghalaya),Pynursla,Meghalaya,FALSE
15096,534343,Kovvur_Ward14_D (Andhra Pradesh),Kovvur_Ward14_D (Andhra Pradesh),Kovvur_Ward14_D (Andhra Pradesh),Kovvur,Andhra Pradesh,TRUE
15097,847401,Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur_Mahespura_D (Bihar),Jhanjharpur,Bihar,FALSE
15098,461772,Pipariya_PachmrhiRd_DPP (Madhya Pradesh),Pipariya_PachmrhiRd_DPP (Madhya Pradesh),Pipariya_PachmrhiRd_DPP (Madhya Pradesh),Pipariya,Madhya Pradesh,FALSE
15099,415405,Shirala_ProfessorColony_D (Maharashtra),Shirala_ProfessorColony_D (Maharashtra),Shirala_ProfessorColony_D (Maharashtra),Shirala,Maharashtra,TRUE
15100,126112,Safidon_PanipatRd_D (Haryana),Safidon_PanipatRd_D (Haryana),Safidon_PanipatRd_D (Haryana),Safidon,Haryana,TRUE
15101,388543,Anand_Borsad_D (Gujarat),Anand_Borsad_D (Gujarat),Anand_Borsad_D (Gujarat),Anand,Gujarat,FALSE
15102,262723,Dhaurahara_TahsilRD_D (Uttar Pradesh),Dhaurahara_TahsilRD_D (Uttar Pradesh),Dhaurahara_TahsilRD_D (Uttar Pradesh),Dhaurahara,Uttar Pradesh,TRUE
15103,451448,Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa_Julwaniya_H (Madhya Pradesh),Sendhwa,Madhya Pradesh,TRUE
15104,523211,Ongole_Tangutur_H (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),Ongole_Tangutur_H (Andhra Pradesh),Ongole,Andhra Pradesh,TRUE
15105,845468,Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah,Bihar,TRUE
15106,600105,Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai_Vadaperumbakkam_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
15107,626109,Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar_SivakasiRd_D (Tamil Nadu),Virudhunagar,Tamil Nadu,TRUE
15108,143416,Patti_TarnTaran_D (Punjab),Patti_TarnTaran_D (Punjab),Patti_TarnTaran_D (Punjab),Patti,Punjab,TRUE
15109,457112,Ratlam_DilipNagar_D (Madhya Pradesh),Ratlam_DilipNagar_D (Madhya Pradesh),Ratlam_DilipNagar_D (Madhya Pradesh),Ratlam,Madhya Pradesh,FALSE
15110,344011,Ramsar_StationRd_DPP (Rajasthan),Ramsar_StationRd_DPP (Rajasthan),Ramsar_StationRd_DPP (Rajasthan),Ramsar,Rajasthan,FALSE
15111,521340,Kaikaluru_Gonepadu_D (Andhra Pradesh),Kaikaluru_Gonepadu_D (Andhra Pradesh),Kaikaluru_Gonepadu_D (Andhra Pradesh),Kaikaluru,Andhra Pradesh,TRUE
15112,402308,Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon,Maharashtra,FALSE
15113,121705,Mau_Chriayakot_D (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau_Chriayakot_C (Uttar Pradesh),Mau,Uttar Pradesh,FALSE
15114,271901,Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj_KatraRoad_D (Uttar Pradesh),Colonejganj,Uttar Pradesh,TRUE
15115,690512,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
15116,210432,Muskara_KaliMataM_D (Uttar Pradesh),Muskara_KaliMataM_D (Uttar Pradesh),Muskara_KaliMataM_D (Uttar Pradesh),Muskara,Uttar Pradesh,TRUE
15117,783373,Kokrajhar_Ghiluguri_DPP (Assam),Kokrajhar_Ghiluguri_DPP (Assam),Kokrajhar_Ghiluguri_DPP (Assam),Kokrajhar,Assam,FALSE
15118,244001,Moradabad_Fazalpur_P (Uttar Pradesh),Moradabad_Fazalpur_P (Uttar Pradesh),Moradabad_Fazalpur_P (Uttar Pradesh),Moradabad,Uttar Pradesh,FALSE
15119,212217,Bharwari_Sirathu_DPP (Uttar Pradesh),Bharwari_Sirathu_DPP (Uttar Pradesh),Bharwari_Sirathu_DPP (Uttar Pradesh),Bharwari,Uttar Pradesh,TRUE
15120,786623,Naharkatia_JaypurNagar_D (Assam),Naharkatia_JaypurNagar_D (Assam),Naharkatia_JaypurNagar_D (Assam),Naharkatia,Assam,TRUE
15121,246440,Gairsain_Salyana_D (Uttarakhand),Gairsain_Salyana_D (Uttarakhand),Gairsain_Salyana_D (Uttarakhand),Gairsain,Uttarakhand,FALSE
15122,571117,Kollegala_Mysoreroad_D (Karnataka),Kollegala_Mysoreroad_D (Karnataka),Kollegala_Mysoreroad_D (Karnataka),Kollegala,Karnataka,TRUE
15123,690538,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
15124,281104,Etah_Asarauli_D (Uttar Pradesh),Etah_Asarauli_D (Uttar Pradesh),Etah_Asarauli_D (Uttar Pradesh),Etah,Uttar Pradesh,TRUE
15125,585325,Yedrami_SumbadRd_D (Karnataka),Yedrami_SumbadRd_D (Karnataka),Yedrami_SumbadRd_D (Karnataka),yedrami,Karnataka,TRUE
15126,176090,Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur_Busstandrd_D (Himachal Pradesh),Sujanpur,Himachal Pradesh,FALSE
15127,522302,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,TRUE
15128,752100,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
15129,721604,Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia,West Bengal,FALSE
15130,422608,Sangamner_VitthalNagar_D (Maharashtra),Sangamner_VitthalNagar_D (Maharashtra),Sangamner_VitthalNagar_D (Maharashtra),Sangamner,Maharashtra,TRUE
15131,384292,Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha,Gujarat,TRUE
15132,412402,Rajgurunagar_Chandoli2_D (Maharashtra),Rajgurunagar_Chandoli2_D (Maharashtra),Rajgurunagar_Chandoli2_D (Maharashtra),Rajgurunagar,Maharashtra,FALSE
15133,757079,RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),RajBerhampur_Gohira_DPP (Orissa),Raj Berhampur,Orissa,FALSE
15134,140901,Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali_Balongi_L (Punjab),Mohali,Punjab,FALSE
15135,801502,Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,FALSE
15136,334601,Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar_Ward14_D (Rajasthan),Lunkaransar,Rajasthan,TRUE
15137,225125,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,TRUE
15138,304024,Nainwa_Uniyara_D (Rajasthan),Nainwa_Uniyara_D (Rajasthan),Nainwa_Uniyara_D (Rajasthan),Nainwa,Rajasthan,TRUE
15139,769009,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
15140,741161,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
15141,470113,Bina_Srvdycwk_D (Madhya Pradesh),Bina_Srvdycwk_D (Madhya Pradesh),Bina_Srvdycwk_D (Madhya Pradesh),Bina,Madhya Pradesh,TRUE
15142,222113,Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj_RudhauliKalan_D (Uttar Pradesh),Shahganj,Uttar Pradesh,TRUE
15143,495222,Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur_Transpotnagar_H (Chhattisgarh),Bilaspur,Chhattisgarh,FALSE
15144,413722,Rahuri_Mehetremala_D (Maharashtra),Rahuri_Mehetremala_D (Maharashtra),Rahuri_Mehetremala_D (Maharashtra),Rahuri,Maharashtra,TRUE
15145,470001,Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar_Pagara_P (Madhya Pradesh),Sagar,Madhya Pradesh,FALSE
15146,246761,Dhampur_Jaitra1_D (Uttar Pradesh),Dhampur_Jaitra1_D (Uttar Pradesh),Dhampur_Jaitra1_D (Uttar Pradesh),Dhampur,Uttar Pradesh,TRUE
15147,688504,Changanacherry_Thuruthy_D (Kerala),Changanacherry_Thuruthy_D (Kerala),Changanacherry_Thuruthy_D (Kerala),Changanacherry,Kerala,TRUE
15148,641406,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
15149,577126,Koppa_Haranduru1_D (Karnataka),Koppa_Haranduru1_D (Karnataka),Koppa_Haranduru1_D (Karnataka),Koppa-ka,Karnataka,FALSE
15150,345025,Phalsund_Kajoi_D (Rajasthan),Phalsund_Kajoi_D (Rajasthan),Phalsund_Kajoi_D (Rajasthan),Phalsund,Rajasthan,FALSE
15151,695562,Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu_Bharathanoor_D (Kerala),Pangodu,Kerala,TRUE
15152,202137,Jewar_SJRoad_D (Uttar Pradesh),Jewar_SJRoad_D (Uttar Pradesh),Jewar_SJRoad_D (Uttar Pradesh),Jewar,Uttar Pradesh,TRUE
15153,331302,Taranagar_ChuruRd_D (Rajasthan),Taranagar_ChuruRd_D (Rajasthan),Taranagar_ChuruRd_D (Rajasthan),Taranagar,Rajasthan,TRUE
15154,185111,Poonch_Mendhar1_DPP (Jammu & Kashmir),Poonch_Mendhar1_DPP (Jammu & Kashmir),Poonch_Mendhar1_DPP (Jammu & Kashmir),Poonch,Jammu & Kashmir,FALSE
15155,682012,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,FALSE
15156,798625,Longleng_AgriWard_D (Nagaland),Longleng_AgriWard_D (Nagaland),Longleng_AgriWard_D (Nagaland),Longleng,Nagaland,FALSE
15157,244221,Amroha_AtrasiRd_D (Uttar Pradesh),Amroha_AtrasiRd_D (Uttar Pradesh),Amroha_AtrasiRd_D (Uttar Pradesh),Amroha,Uttar Pradesh,TRUE
15158,506391,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,TRUE
15159,176058,SurajpurJhikla_IndoraMore_DPP (Himachal Pradesh),SurajpurJhikla_IndoraMore_DPP (Himachal Pradesh),SurajpurJhikla_IndoraMore_DPP (Himachal Pradesh),Surajpur jhikla,Himachal Pradesh,FALSE
15160,506344,Tadvai_Eturnagaram1_D (Telangana),Tadvai_Eturnagaram1_D (Telangana),Tadvai_Eturnagaram1_D (Telangana),Tadvai,Telangana,TRUE
15161,638461,Thalavadi_Annanagar_D (Tamil Nadu),Thalavadi_Annanagar_D (Tamil Nadu),Thalavadi_Annanagar_D (Tamil Nadu),Thalavadi,Tamil Nadu,TRUE
15162,415719,Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali,Maharashtra,TRUE
15163,307514,Reodar_KarotiChorha_DPP (Rajasthan),Reodar_KarotiChorha_DPP (Rajasthan),Reodar_KarotiChorha_DPP (Rajasthan),Reodar,Rajasthan,TRUE
15164,233307,Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar_Saidpur_D (Uttar Pradesh),Aunrihar,Uttar Pradesh,TRUE
15165,495689,Sakti_Siphaimda_D (Chhattisgarh),Sakti_Siphaimda_D (Chhattisgarh),Sakti_Siphaimda_D (Chhattisgarh),Sakti,Chhattisgarh,TRUE
15166,695604,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
15167,742168,Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram,West Bengal,TRUE
15168,822129,Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagaruntari_Makri_DPP (Jharkhand),Nagar Untari,Jharkhand,FALSE
15169,631006,Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam,Tamil Nadu,TRUE
15170,500100,Hyderabad_Bolarum_L (Telangana),Hyderabad_Medchal_GW (Telangana),Hyderabad_Bolarum_L (Telangana),Hyderabad,Telangana,FALSE
15171,625518,Cumbum_MettuRoad_D (Tamil Nadu),Cumbum_MettuRoad_D (Tamil Nadu),Cumbum_MettuRoad_D (Tamil Nadu),Cumbum,Tamil Nadu,TRUE
15172,686543,Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni_Chethakhl_D (Kerala),Ranni,Kerala,TRUE
15173,851127,Begusarai_Haibatpur_D (Bihar),Begusarai_Haibatpur_D (Bihar),Begusarai_Haibatpur_D (Bihar),Begusarai,Bihar,TRUE
15174,623533,Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramanathapuram,Tamil Nadu,TRUE
15175,682031,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,FALSE
15176,144415,Phillaur_Parkashnagar_D (Punjab),Phillaur_Parkashnagar_D (Punjab),Phillaur_Parkashnagar_D (Punjab),Phillaur,Punjab,FALSE
15177,321416,Bayana_Shivcolony_D (Rajasthan),Bayana_Shivcolony_D (Rajasthan),Bayana_Shivcolony_D (Rajasthan),Bayana,Rajasthan,TRUE
15178,440022,Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur,Maharashtra,FALSE
15179,783129,Lakhipur_Ward2_D (Assam),Lakhipur_Ward2_D (Assam),Lakhipur_Ward2_D (Assam),Lakhipur,Assam,TRUE
15180,283135,Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,TRUE
15181,586212,Muddebihal_Nalatawad_D (Karnataka),Muddebihal_Nalatawad_D (Karnataka),Muddebihal_Nalatawad_D (Karnataka),Muddebihal,Karnataka,FALSE
15182,148030,Sunam_Indrabasti_D (Punjab),Sunam_Indrabasti_D (Punjab),Sunam_Indrabasti_D (Punjab),Sunam,Punjab,FALSE
15183,781338,Sarthebari_Tmlichp_D (Assam),Sarthebari_Tmlichp_D (Assam),Sarthebari_Tmlichp_D (Assam),Sarthebari,Assam,TRUE
15184,509235,Tadoor_Nagarkurnool_D (Telangana),Tadoor_Nagarkurnool_D (Telangana),Tadoor_Nagarkurnool_D (Telangana),Tadoor,Telangana,FALSE
15185,733158,Gangarampur_SahaPara_D (West Bengal),Gangarampur_SahaPara_D (West Bengal),Gangarampur_SahaPara_D (West Bengal),Gangarampur,West Bengal,TRUE
15186,637015,Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal_KonguNgr_D (Tamil Nadu),Namakkal,Tamil Nadu,TRUE
15187,121104,Nuh_Hamidcolony_D (Haryana),Nuh_Hamidcolony_D (Haryana),Nuh_Hamidcolony_D (Haryana),Nuh,Haryana,FALSE
15188,344032,Balotra_Ward45_D (Rajasthan),Balotra_Ward45_D (Rajasthan),Balotra_Ward45_D (Rajasthan),Balotra,Rajasthan,TRUE
15189,638672,Dharapuram_BestNagar_D (Tamil Nadu),Dharapuram_BestNagar_D (Tamil Nadu),Dharapuram_BestNagar_D (Tamil Nadu),Dharapuram,Tamil Nadu,TRUE
15190,572223,Tumkur_Gubbi_D (Karnataka),Tumkur_Gubbi_D (Karnataka),Tumkur_Gubbi_D (Karnataka),Tumkur,Karnataka,TRUE
15191,680563,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,TRUE
15192,637202,Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode,Tamil Nadu,TRUE
15193,580024,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,FALSE
15194,524402,Naidupeta_BharathNgr_D (Andhra Pradesh),Naidupeta_BharathNgr_D (Andhra Pradesh),Naidupeta_BharathNgr_D (Andhra Pradesh),Naidupeta,Andhra Pradesh,TRUE
15195,695513,Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Trivandrum_Neyatinkra_D (Kerala),Thiruvananthapuram,Kerala,TRUE
15196,573136,Ramanathapura_Barguru_D (Karnataka),Ramanathapura_Barguru_D (Karnataka),Ramanathapura_Barguru_D (Karnataka),Ramanathapura,Karnataka,TRUE
15197,752103,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,TRUE
15198,621113,Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur_Supernagar_D (Tamil Nadu),Perambalur,Tamil Nadu,TRUE
15199,144028,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,TRUE
15200,643220,Gudalur_1stMile_D (Tamil Nadu),Gudalur_1stMile_D (Tamil Nadu),Gudalur_1stMile_D (Tamil Nadu),Gudalur,Tamil Nadu,TRUE
15201,394218,Surat_GIDC1_P (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_GIDC1_P (Gujarat),Surat,Gujarat,TRUE
15202,769006,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
15203,609810,Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayavaram_Manakkudi_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,TRUE
15204,670306,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,TRUE
15205,802219,Bikramganj_Sanjhauli_DPP (Bihar),Bikramganj_Sanjhauli_DPP (Bihar),Bikramganj_Sanjhauli_DPP (Bihar),Bikramganj,Bihar,FALSE
15206,415207,Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan_Ashram_D (Maharashtra),Patan-MH,Maharashtra,TRUE
15207,452009,Indore_Sinhasa_L (Madhya Pradesh),Indore_Dakachya_GW (Madhya Pradesh),Indore_Sinhasa_L (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
15208,392130,Dahej_Vadadla_D (Gujarat),Dahej_Vadadla_D (Gujarat),Dahej_Vadadla_D (Gujarat),Dahej,Gujarat,TRUE
15209,516330,Vempalli_PulivendulaRd_D (Andhra Pradesh),Vempalli_PulivendulaRd_D (Andhra Pradesh),Vempalli_PulivendulaRd_D (Andhra Pradesh),Vempalli,Andhra Pradesh,TRUE
15210,689681,Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta_Mangaram_D (Kerala),Pathanamthitta,Kerala,TRUE
15211,788150,Hailakandi_GangprDhmkr_D (Assam),Hailakandi_GangprDhmkr_D (Assam),Hailakandi_GangprDhmkr_D (Assam),Hailakandi,Assam,TRUE
15212,172107,ReckongPeo_Kalpa_D (Himachal Pradesh),ReckongPeo_Kalpa_D (Himachal Pradesh),ReckongPeo_Kalpa_D (Himachal Pradesh),Reckong Peo,Himachal Pradesh,FALSE
15213,851210,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,FALSE
15214,493559,Sarangarh_Prtpgrh_DPP (Chhattisgarh),Sarangarh_Prtpgrh_DPP (Chhattisgarh),Sarangarh_Prtpgrh_DPP (Chhattisgarh),Sarangarh,Chhattisgarh,FALSE
